OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,Latitude,Longitude
3484,53250,New Guinea NE Coast -- 53210,Madang, ,PG MAG,Papua New Guinea,Bismarck Sea; South Pacific Ocean,-5.22,145.82
3485,43093,Kikladhes -- 42870,Kavonisi-Kissamos, , ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,35.52,23.63
3486,53165,New Guinea SE Coast -- 53140,Alotoa,Sanderson Bay,PG GUR,Papua New Guinea,Solomon Sea; South Pacific Ocean,-10.32,150.45
3487,58395,Philippine Islands -- 57960,Subic Bay, ,PH SFS,Philippines,South China Sea; North Pacific Ocean,14.80,120.27
3488,58460,Philippine Islands -- 57960,San Fernando Harbor, ,PH SFE,Philippines,South China Sea; North Pacific Ocean,16.62,120.32
3489,58150,Philippine Islands -- 57960,Tabaco, ,PH TBC,Philippines,Philippine inland seas; North Pacific Ocean,13.37,123.73
3490,58130,Philippine Islands -- 57960,Virac,Cabugao Bay,PH VRC,Philippines,Philippine inland seas; North Pacific Ocean,13.58,124.25
3491,58370,Philippine Islands -- 57960,Manila, ,PH MNL,Philippines,South China Sea; North Pacific Ocean,14.58,120.97
3492,57990,Philippine Islands -- 57960,Claveria, ,PH CLV,Philippines,Luzon Strait; North Pacific Ocean,18.62,121.08
3493,58390,Philippine Islands -- 57960,Mariveles, ,PH MVS,Philippines,South China Sea; North Pacific Ocean,14.43,120.48
3494,58540,Philippine Islands -- 57960,Calapan, ,PH CLP,Philippines,Philippine inland seas; North Pacific Ocean,13.42,121.18
3495,58170,Philippine Islands -- 57960,Legazpi Port, ,PH LGP,Philippines,Philippine inland seas; North Pacific Ocean,13.15,123.75
3496,58000,Philippine Islands -- 57960,Aparri, ,PH APR,Philippines,Luzon Strait; North Pacific Ocean,18.37,121.63
3497,58320,Philippine Islands -- 57960,Batangas City, ,PH BTG,Philippines,Philippine inland seas; North Pacific Ocean,13.75,121.05
3498,58410,Philippine Islands -- 57960,Masinloc, ,PH MSC,Philippines,South China Sea; North Pacific Ocean,15.55,119.95
3499,53133,New Guinea West Coast - Irian Jaya -- 52900,Jayapura, , ,Indonesia,South Pacific Ocean,-2.53,140.72
3500,28505,Estonia -- 28420,Paldiski Lounasadam, ,EE PLS,Estonia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,59.33,24.08
3501,25570,Sweden Cont -- 24975,Karskar, ,SE KAS,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,60.68,17.27
3502,25760,Sweden Cont -- 24975,Iggesund, ,SE IGG,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,61.65,17.08
3503,27080,Sweden Cont -- 24975,Skelleftehamn,Skelleftea,SE SFT,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,64.68,21.23
3504,28506, ,Paldiski Pohjasadam, ,EE PLN,Estonia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,59.35,24.05
3505,61190,Japan -- 61100,Hakodate Ko, ,JP HKD,Japan,North Pacific Ocean,41.78,140.72
3506,61140,Japan -- 61100,Hanasaki Ko, ,JP HNK,Japan,North Pacific Ocean,43.28,145.58
3507,61120,Japan -- 61100,Abashiri Ko, ,JP ABA,Japan,Sea of Okhotsk; North Pacific Ocean,44.02,144.28
3508,61130,Japan -- 61100,Nemuro Ko, ,JP NEM,Japan,North Pacific Ocean,43.33,145.58
3509,61170,Japan -- 61100,Muroran Ko, ,JP MUR,Japan,North Pacific Ocean,42.35,140.97
3510,61205,Japan -- 61100,Esasi Ko,Esasi,JP ESI,Japan,Sea of Japan; North Pacific Ocean,41.87,140.12
3511,61180,Japan -- 61100,Mori, ,JP MOR,Japan,North Pacific Ocean,42.12,140.58
3512,61230,Japan -- 61100,Otaru Ko, ,JP OTR,Japan,Sea of Japan; North Pacific Ocean,43.20,141.02
3513,61260,Japan -- 61100,Wakkanai, ,JP WKJ,Japan,Sea of Japan; North Pacific Ocean,43.42,141.68
3514,27680,Finland -- 27380,Kristinestad,Kristiinankaupunki,FI KRS,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,62.28,21.40
3515,27570,Finland -- 27380,Pietarsaari,Jakobstad,FI PRS,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,63.68,22.67
3516,27410,Finland -- 27380,Kemi, ,FI KEM,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,65.73,24.57
3517,57890,Taiwan -- 57880,Chi-Lung,Keelung,TWKEL,Taiwan,East China Sea; North Pacific Ocean,25.13,121.77
3518,28460,Estonia -- 28420,Loksa, ,EE LSA,Estonia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,59.58,25.70
3519,47460,Madagascar -- 47350,Toliara,Tulear,MG TLE,Madagascar,Mozambique Channel; Indian Ocean,-23.37,43.67
3520,47510,Madagascar -- 47350,Mananjary,Mananzhari,MG MNJ,Madagascar,Indian Ocean,-21.25,48.33
3521,47430,Madagascar -- 47350,Morondava, ,MG MOQ,Madagascar,Mozambique Channel; Indian Ocean,-20.28,44.30
3522,57935,Taiwan -- 57880,Tan-Shui,Taipei; Tan-shui Kang,TW TPE,Taiwan,East China Sea; North Pacific Ocean,25.18,121.40
3523,26800,Sweden Cont -- 24975,Rundvik, ,SE RUV,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,63.53,19.45
3524,28484,Estonia -- 28420,Muuga-Port of Tallin, ,EE MUG,Estonia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,59.50,24.97
3525,47220,Seychelles -- 47210,Victoria,Mahe; Port Victoria,SC POV,Seychelles,Indian Ocean,-4.62,55.45
3526,47500,Madagascar -- 47350,Manakara, ,MG WVK,Madagascar,Indian Ocean,-22.12,48.05
3527,47470,Madagascar -- 47350,Tolanaro,Taolanaro,MG TLN,Madagascar,Indian Ocean,-25.03,47.00
3528,28220,Finland -- 27380,Loviisa,Lovisa,FI LOV,Finland,Gulf of Finland; Baltic Sea; North Atlantic Ocean,60.45,26.23
3529,28185,Finland -- 27380,Porkkala,Kantvik,FI POA,Finland,Gulf of Finland; Baltic Sea; North Atlantic Ocean,60.08,24.38
3530,49200,Maldive Islands -- 49190,Male, ,MV MCP,Maldives,Laccadive Sea; Indian Ocean,4.17,73.50
3531,57955,Peng Hu Lifh Tao -- 57940,Tai-Chung Kang, ,TW TXG,Taiwan,Taiwan Strait; North Pacific Ocean,24.30,120.50
3532,47540,Madagascar -- 47350,Toamasina, ,MG TOA,Madagascar,Indian Ocean,-18.17,49.42
3533,57900,Taiwan -- 57880,Su-Ao,Su Ao Kang,TWSUO,Taiwan,East China Sea; North Pacific Ocean,24.60,121.87
3534,47720,Mauritius -- 47710,Port Louis, ,MU PLU,Mauritius,Indian Ocean,-20.15,57.50
3535,27280,Sweden Cont -- 24975,Karlsborg, ,SE KXV,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,65.80,23.28
3536,47360,Madagascar -- 47350,Andoany, , ,Madagascar,Mozambique Channel; Indian Ocean,-13.40,48.30
3537,47800,Chagos Archipelago -- 47760,Diego Garcia, ,IO DGA,British Indian Ocean Territory,Indian Ocean,-7.35,72.47
3538,57910,Taiwan -- 57880,Hua-Lien Kang,Karenko,TW HUN,Taiwan,Taiwan Strait; North Pacific Ocean,23.98,121.60
3539,57920,Taiwan -- 57880,Kao-Hsiung, ,TW KHH,Taiwan,South China Sea; North Pacific Ocean,22.62,120.25
3540,25480,Sweden Cont -- 24975,Hargshamn, ,SE HAN,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,60.18,18.45
3541,25640,Sweden Cont -- 24975,Vallvik, ,SE VAL,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,61.18,17.17
3542,51560,Sarawak -- 51550,Kuching, ,MY KCH,Malaysia,South China Sea; North Pacific Ocean,1.57,110.35
3543,25550,Sweden Cont -- 24975,Skutskar,Skutskar-Harnas,SE SSR,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,60.65,17.40
3544,63130,Antarctica -- 63060,Mcmurdo Station, ,AQ MCM,Antarctica,Ross Sea; South Pacific Ocean,-77.85,166.65
3545,51590,Sarawak -- 51550,Miri, ,MY MYY,Malaysia,South China Sea; North Pacific Ocean,4.38,113.97
3546,51645,Brunei -- 51610,Seria Oil Loading Terminal, ,BN SER,Brunei,South China Sea; North Pacific Ocean,4.62,114.32
3547,51920,Indonesia - Borneo -- 51760,Kumai, ,ID KUM,Indonesia,Java Sea; South Pacific Ocean,-2.75,111.72
3548,51585,Sarawak -- 51550,Bintulu Port, ,MY BTU,Malaysia,South China Sea; North Pacific Ocean,3.27,113.07
3549,30930,Germany -- 30650,Helgoland,Helgoland Vorhafen,DEHGL,Germany,North Sea; North Atlantic Ocean,54.17,7.90
3550,51635,Brunei -- 51610,Lumut, ,BN LUM,Brunei,South China Sea; North Pacific Ocean,4.72,114.45
3551,48495,Iran -- 48410,Bandar-E Shahid Rejaie, ,IR BSR,Iran,Strait of Hormuz; Indian Ocean,27.10,56.07
3552,14671,Chile -- 14070,Caleta Patillos, ,CL CAL,Chile,South Pacific Ocean,-20.73,-70.20
3553,15310,Ecuador -- 15240,Manta, ,ECMEC,Ecuador,South Pacific Ocean,-0.95,-80.72
3554,51710,Sabah -- 51650,Kudat, ,MY KUD,Malaysia,South China Sea; North Pacific Ocean,6.88,116.85
3555,30290,Jylland -- 30020,Grenaa Havn, ,DK GRE,Denmark,Kattegat; North Atlantic Ocean,56.42,10.93
3556,30230,Jylland -- 30020,Horsens, ,DK HOR,Denmark,Kattegat; North Atlantic Ocean,55.87,9.85
3557,15030,Peru -- 14830,Puerto De Chimbote,Chimbote,PECHM,Peru,South Pacific Ocean,-9.08,-78.62
3558,51720,Sabah -- 51650,Pelabuhan Sandakan,Elopura,MY SDK,Malaysia,Sulu Sea; North Pacific Ocean,5.83,118.12
3559,30330,Jylland -- 30020,Randers,Randers Havn,DK RAN,Denmark,Kattegat; North Atlantic Ocean,56.47,10.05
3560,14970,Peru -- 14830,Chancay,Puerto De Chancay,PE CHY,Peru,South Pacific Ocean,-11.58,-77.25
3561,51695,Sabah -- 51650,Sapangar Bay, , ,Malaysia,South China Sea; North Pacific Ocean,6.08,116.12
3562,51620,Brunei -- 51610,Muara Harbor,Brooketon,BN MUA,Brunei,South China Sea; North Pacific Ocean,5.03,115.07
3563,51770,Indonesia - Borneo -- 51760,Tanjung Arang  (Bunyu), ,ID BYQ,Indonesia,Celebes Sea; North Pacific Ocean,3.47,117.83
3564,51840,Indonesia - Borneo -- 51760,Balikpapan, ,ID BPN,Indonesia,Makassar Strait; South Pacific Ocean,-1.25,116.82
3565,12570,Peru Amazon River -- 12565,Iquitos, ,PEIQT,Peru,South Pacific Ocean,-3.75,-73.23
3566,51830,Indonesia - Borneo -- 51760,Senipah Oil Terminal, ,ID SZH,Indonesia,Makassar Strait; South Pacific Ocean,-0.95,117.17
3567,51586,Sarawak -- 51550,Tawa,Tawau,MY TWU,Malaysia,Celebes Sea; North Pacific Ocean,4.25,117.88
3568,51811,Indonesia - Borneo -- 51760,Bontang Lng Terminal, ,ID BXT,Indonesia,Makassar Strait; South Pacific Ocean,0.10,117.48
3569,10770,Jamaica South Coast -- 10730,Kingston, ,JMKIN,Jamaica,Caribbean Sea; North Atlantic Ocean,17.97,-76.78
3570,10660,Jamaica North Coast -- 10590,Ocho Rios, ,JMOCJ,Jamaica,Caribbean Sea; North Atlantic Ocean,18.42,-77.12
3571,10610,Jamaica North Coast -- 10590,Montego Bay, ,JMMBJ,Jamaica,Caribbean Sea; North Atlantic Ocean,18.47,-77.93
3572,10820,Haiti -- 10810,Jacmel, ,HTJAK,Haiti,Caribbean Sea; North Atlantic Ocean,18.23,-72.53
3573,11460,Guadeloupe -- 11445,Basse Terre, ,GPBBR,Guadeloupe,Caribbean Sea; North Atlantic Ocean,16.00,-61.73
3574,10600,Jamaica North Coast -- 10590,Lucea, ,JMLUC,Jamaica,Caribbean Sea; North Atlantic Ocean,18.45,-78.17
3575,10620,Jamaica North Coast -- 10590,Falmouth, ,JMFMH,Jamaica,Caribbean Sea; North Atlantic Ocean,18.48,-77.65
3576,10860,Haiti -- 10810,Miragoane, ,HTMIR,Haiti,Caribbean Sea; North Atlantic Ocean,18.45,-73.08
3577,13570,Argentina -- 13310,Parana, ,ARPRA,Argentina,Rio de la Plata; South Atlantic Ocean,-31.72,-60.53
3578,13560,Argentina -- 13310,Santa Fe, ,ARSFN,Argentina,Rio de la Plata; South Atlantic Ocean,-31.65,-60.70
3579,9625,Guatemala East Coast -- 9600,Santo Tomas De Castilla,Puerto Matias De Galves,GTIZ4,Guatemala,Caribbean Sea; North Atlantic Ocean,15.70,-88.62
3580,9620,Guatemala East Coast -- 9600,Puerto Barrios, ,GTPBR,Guatemala,Caribbean Sea; North Atlantic Ocean,15.73,-88.60
3581,9650,Honduras East Coast -- 9630,Puerto Cortes, ,HNPCR,Honduras,Caribbean Sea; North Atlantic Ocean,15.83,-87.95
3582,11530,Dominica -- 11515,Portsmouth,Prince Ruppert Bay,DMPOR,Dominica,Caribbean Sea; North Atlantic Ocean,15.57,-61.47
3583,11520,Dominica -- 11515,Roseau, ,DMRSU,Dominica,Caribbean Sea; North Atlantic Ocean,15.30,-61.40
3584,10870,Haiti -- 10810,Petit Goave,Labadee,HTPEG,Haiti,Caribbean Sea; North Atlantic Ocean,18.43,-72.87
3585,10773,West Indies -- 9970,Rocky Point, ,JMROP,Jamaica,Caribbean Sea; North Atlantic Ocean,17.82,-77.15
3586,11450,Guadeloupe -- 11445,Pointe A Pitre, ,GPPTP,Guadeloupe,Caribbean Sea; North Atlantic Ocean,16.23,-61.53
3587,10800,Jamaica South Coast -- 10730,Savannah La Mar, ,JMSLM,Jamaica,Caribbean Sea; North Atlantic Ocean,18.20,-78.13
3588,10630,Jamaica North Coast -- 10590,Rio Bueno, ,JMRIB,Jamaica,Caribbean Sea; North Atlantic Ocean,18.47,-77.47
3589,10772,Jamaica South Coast -- 10730,Port Esquivel,Alumina Marine Term; Esquivel; Port Esquivel,JMPEV,Jamaica,Caribbean Sea; North Atlantic Ocean,17.88,-77.13
3590,10880,Haiti -- 10810,Port Au Prince, ,HTPAP,Haiti,Caribbean Sea; North Atlantic Ocean,18.55,-72.35
3591,10775,Jamaica South Coast -- 10730,Port Kaiser,Little Pedro Pt.,JMPKS,Jamaica,Caribbean Sea; North Atlantic Ocean,17.87,-77.60
3592,51860,Indonesia - Borneo -- 51760,Kota Baru, ,IDKBU,Indonesia,Makassar Strait; South Pacific Ocean,-3.23,116.22
3593,3860,Canada Lake Huron -- 3640,Owen Sound, ,CA OWS,Canada,Lake Huron; Great Lakes,44.58,-80.93
3594,28740,Poland -- 28700,Gdynia, ,PL GDY,Poland,Baltic Sea; North Atlantic Ocean,54.53,18.55
3595,29230,Sjaelland -- 29150,Kobenhavn,Copenhagen,DK CPH,Denmark,Baltic Sea; North Atlantic Ocean,55.70,12.62
3596,28530,Estonia -- 28420,Roomassaare,Roomassaar,EE RMS,Estonia,Gulf of Riga; Baltic Sea; North Atlantic Ocean,58.22,22.51
3597,23770,Norway -- 20620,Svelvik, ,NO SVV,Norway,Skagerrak; North Atlantic Ocean,59.62,10.41
3598,23970,Sweden -- 23860,Lysekil, ,SE LYS,Sweden,Skagerrak; North Atlantic Ocean,58.27,11.44
3599,24120,Sweden -- 23860,Helsingborg, ,SE HEL,Sweden,Baltic Sea; North Atlantic Ocean,56.04,12.69
3600,28890,Germany -- 28826,Lubeck, ,DE LBC,Germany,Baltic Sea; North Atlantic Ocean,53.88,10.70
3601,51890,Indonesia - Borneo -- 51760,Banjarmasin, ,ID BDJ,Indonesia,Java Sea; South Pacific Ocean,-3.33,114.58
3602,23870,Sweden -- 23860,Stromstad,Stroemstad,SE SMD,Sweden,Skagerrak; North Atlantic Ocean,58.93,11.17
3603,28620,Latvia -- 28600,Ventspils,Vindau; Windau,LV VNT,Latvia,Baltic Sea; North Atlantic Ocean,57.40,21.53
3604,51820,Indonesia - Borneo -- 51760,Samarinda, ,ID SRI,Indonesia,Makassar Strait; South Pacific Ocean,-0.52,117.12
3605,24790,Oland -- 24735,Degerhamn, ,SE DEG,Sweden,Baltic Sea; North Atlantic Ocean,56.35,16.42
3606,54675,Australia -- 53290,Gove, ,AU GOV,Australia,Arafura Sea; South Pacific Ocean,-12.20,136.70
3607,24370,Sweden -- 23860,Karlshamn, ,SE KAN,Sweden,Baltic Sea; North Atlantic Ocean,56.15,14.87
3608,28660,Lithuania -- 28650,Klaipeda,Memel,LT KLJ,Lithuania,Baltic Sea; North Atlantic Ocean,55.72,21.12
3609,5210,Canada Lake Superior -- 5120,Thunder Bay,Fort William; Port Arthur,CA THU,Canada,Lake Superior; Great Lakes,48.40,-89.23
3610,24300,Sweden -- 23860,Ahus, ,SE AHU,Sweden,Baltic Sea; North Atlantic Ocean,55.93,14.33
3611,25395,Sweden Cont -- 24975,Vasteras, ,SE VST,Sweden,Baltic Sea; North Atlantic Ocean,59.62,16.55
3612,29490,Sjaelland -- 29150,Kalundborg, ,DK KAL,Denmark,Kattegat; North Atlantic Ocean,55.68,11.10
3613,23700,Norway -- 20620,Larvik,Laurvik,NO LAR,Norway,Skagerrak; North Atlantic Ocean,59.04,10.03
3614,23640,Norway -- 20620,Kragero, ,NO KRA,Norway,Skagerrak; North Atlantic Ocean,58.86,9.41
3615,29085,Bornholm -- 29020,Nekso,Nexo,DK NEX,Denmark,Baltic Sea; North Atlantic Ocean,55.07,15.13
3616,29110,Bornholm -- 29020,Ronne, ,DK RNN,Denmark,Baltic Sea; North Atlantic Ocean,55.10,14.70
3617,29545,Sjaelland -- 29150,Stigsnaesvaerkets Havn,Stigsnaes,DK SIT,Denmark,Baltic Sea; North Atlantic Ocean,55.20,11.25
3618,28525,Estonia -- 28420,Saaremaa sadam,Saaremaa-Port of Tallinn,EE SMA,Estonia,Baltic Sea; North Atlantic Ocean,58.54,22.24
3619,15050,Peru -- 14830,Salaverry, ,PESVY,Peru,South Pacific Ocean,-8.23,-78.98
3620,28610,Latvia -- 28600,Riga, ,LV RIX,Latvia,Gulf of Riga; Baltic Sea; North Atlantic Ocean,56.95,24.10
3621,54670,Australia -- 53290,Darwin, ,AU DRW,Australia,Timor Sea; Indian Ocean,-12.47,130.85
3622,24250,Sweden -- 23860,Trelleborg, ,SE TRG,Sweden,Baltic Sea; North Atlantic Ocean,55.36,13.15
3623,29260,Sjaelland -- 29150,Tuborg, ,DK TUB,Denmark,Baltic Sea; North Atlantic Ocean,55.72,12.58
3624,9830,Panama East Coast -- 9820,Almirante, ,PAPAM,Panama,Caribbean Sea; North Atlantic Ocean,9.30,-82.40
3625,9840,Panama East Coast -- 9820,Bocas Del Toro, ,PABOC,Panama,Caribbean Sea; North Atlantic Ocean,9.33,-82.23
3626,9825,Panama East Coast -- 9820,Chiriqui Grande,Atlantic Terminal,PACHG,Panama,Caribbean Sea; North Atlantic Ocean,8.95,-82.12
3627,54565,Australia -- 53290,Cape Cuvier, ,AU CCU,Australia,Indian Ocean,-24.22,113.38
3628,19610,Alaska -- 19080,Excursion Inlet, ,USEXI,United States,Alaska-Canada coastal waters; North Pacific Ocean,58.42,-135.45
3629,19588,Alaska -- 19080,Haines, ,USHNS,United States,Alaska-Canada coastal waters; North Pacific Ocean,59.23,-135.43
3630,19580,Alaska -- 19080,Juneau, ,USJNU,United States,Alaska-Canada coastal waters; North Pacific Ocean,58.30,-134.42
3631,19530,Alaska -- 19080,Funter, ,USFNR,United States,Alaska-Canada coastal waters; North Pacific Ocean,58.25,-134.90
3632,19520,Alaska -- 19080,Hawk Inlet, ,USHWI,United States,Alaska-Canada coastal waters; North Pacific Ocean,58.12,-134.75
3633,19480,Alaska -- 19080,Chatham, ,USCYM,United States,Alaska-Canada coastal waters; North Pacific Ocean,57.52,-134.93
3634,19460,Alaska -- 19080,Hoonah, ,USHNH,United States,Alaska-Canada coastal waters; North Pacific Ocean,58.12,-135.45
3635,19240,Alaska -- 19080,Hydaburg, ,USHYG,United States,Alaska-Canada coastal waters; North Pacific Ocean,55.20,-132.83
3636,19220,Alaska -- 19080,Kasaan, ,USKXA,United States,Alaska-Canada coastal waters; North Pacific Ocean,55.53,-132.40
3637,19110,Alaska -- 19080,Metlakatla, ,USMTM,United States,Alaska-Canada coastal waters; North Pacific Ocean,55.13,-131.57
3638,19000,Canada West Coast -- 18080,Masset Harbor, ,CAMSS,Canada,Alaska-Canada coastal waters; North Pacific Ocean,54.02,-132.15
3639,19310,Alaska -- 19080,Kake, ,USKAE,United States,Alaska-Canada coastal waters; North Pacific Ocean,56.97,-133.93
3640,19550,Alaska -- 19080,Dupont, ,USPUP,United States,Alaska-Canada coastal waters; North Pacific Ocean,58.23,-134.27
3641,61060,Sakhalin -- 60840,Moskal Vo, ,RU MVO,Russia,Sea of Okhotsk; North Pacific Ocean,53.58,142.50
3642,19130,Alaska -- 19080,Ketchikan, ,USKTN,United States,Alaska-Canada coastal waters; North Pacific Ocean,55.33,-131.65
3643,19450,Alaska -- 19080,Elfin Cove, ,USELV,United States,Alaska-Canada coastal waters; North Pacific Ocean,58.20,-136.35
3644,60990,Sakhalin -- 60840,Lesogorsk,Nayoshi,RU LES,Russia,Tatar Strait; North Pacific Ocean,49.45,142.13
3645,19170,Alaska -- 19080,Loring, ,USWLR,United States,Alaska-Canada coastal waters; North Pacific Ocean,55.60,-131.63
3646,19370,Alaska -- 19080,Big Port Walter, ,USPWR,United States,Alaska-Canada coastal waters; North Pacific Ocean,56.38,-134.73
3647,19375,Alaska -- 19080,Little Port Walter, ,USLPW,United States,Alaska-Canada coastal waters; North Pacific Ocean,56.38,-134.63
3648,62540,Russia -- 62530,Okhotsk Iy Reyd, ,RU OHO,Russia,Sea of Okhotsk; North Pacific Ocean,59.37,143.20
3649,12850,Brazil SE Coast -- 12700,Vitoria,Victoria,BRVIX,Brazil,South Atlantic Ocean,-20.32,-40.33
3650,12855,Brazil SE Coast -- 12700,Tubarao, ,BRTUB,Brazil,South Atlantic Ocean,-20.28,-40.25
3651,60981,Sakhalin -- 60840,Shakhtersk,Portovyy Punkt Shakhtersk,RU SHA,Russia,Tatar Strait; North Pacific Ocean,49.17,142.07
3652,60880,Sakhalin -- 60840,Poronaysk,Shikuka,RU PRN,Russia,Sea of Okhotsk; North Pacific Ocean,49.22,143.13
3653,62550,Russia -- 62530,Bukhta Nagayeva (Magadan),Magadan,RU MAG,Russia,Sea of Okhotsk; North Pacific Ocean,59.57,150.72
3654,60980,Sakhalin -- 60840,Uglegorsk,Esutoru; Hama Shigai,RU UGL,Russia,Tatar Strait; North Pacific Ocean,49.08,142.03
3655,60820,Russia -- 60530,Nikolayevsk Na Amur, ,RU NIA,Russia,Tatar Strait; North Pacific Ocean,53.13,140.73
3656,61045,Sakhalin -- 60840,Lazarev, ,RU LAZ,Russia,Tatar Strait; North Pacific Ocean,52.22,141.52
3657,62600,Russia -- 62530,Petropavlovsk,Rakovaya,RU PKC,Russia,North Pacific Ocean,53.05,158.65
3658,60930,Sakhalin -- 60840,Nevelsk,Honto,RU NEV,Russia,Tatar Strait; North Pacific Ocean,46.67,141.87
3659,60940,Sakhalin -- 60840,Kholmsk,Maoko,RU KHO,Russia,Tatar Strait; North Pacific Ocean,47.05,142.05
3660,60795,Russia -- 60530,Sovetskaya Gavan,Sovgavan,RU SOG,Russia,Tatar Strait; North Pacific Ocean,48.97,140.27
3661,60800,Russia -- 60530,Bukhta Vanino, ,RU VNN,Russia,Tatar Strait; North Pacific Ocean,49.08,140.28
3662,60920,Sakhalin -- 60840,Korsakov,Otomari,RU KOR,Russia,Sea of Okhotsk; North Pacific Ocean,46.62,142.77
3663,54600,Australia -- 53290,Port Walcott,Cossack; Samson Point,AU PWL,Australia,Indian Ocean,-20.65,117.18
3664,54450,Australia -- 53290,Esperance, ,AU EPR,Australia,Indian Ocean,-33.87,121.90
3665,54410,Australia -- 53290,Thevenard, ,AU THE,Australia,Great Australian Bight; Indian Ocean,-32.17,133.65
3666,54520,Australia -- 53290,Fremantle, ,AU FRE,Australia,Indian Ocean,-32.05,115.75
3667,54540,Australia -- 53290,Geraldton, ,AU GET,Australia,Indian Ocean,-28.78,114.60
3668,54605,Australia -- 53290,Dampier, ,AU DAM,Australia,Indian Ocean,-20.63,116.72
3669,54470,Australia -- 53290,Albany,Princess Royal Harbor,AU ALH,Australia,Indian Ocean,-35.03,117.88
3670,54555,Australia -- 53290,Useless Loop, ,AU USL,Australia,Indian Ocean,-26.08,113.40
3671,54580,Australia -- 53290,Onslow, ,AU ONS,Australia,Indian Ocean,-21.65,115.10
3672,54620,Australia -- 53290,Port Hedland, ,AU PHE,Australia,Indian Ocean,-20.32,118.58
3673,54500,Australia -- 53290,Bunbury, ,AU BUY,Australia,Indian Ocean,-33.32,115.63
3674,54350,Australia -- 53290,Port Lincoln, ,AU PLO,Australia,Spencer Gulf; Indian Ocean,-34.72,135.85
3675,54280,Australia -- 53290,Wallaroo, ,AU WAL,Australia,Spencer Gulf; Indian Ocean,-33.93,137.62
3676,54050,Australia -- 53290,Geelong, ,AU GEX,Australia,Bass Strait; South Pacific Ocean,-38.15,144.37
3677,15410,Panama West Coast -- 15380,Balboa, ,PA BLB,Panama,Gulf of Panama; North Pacific Ocean,8.95,-79.57
3678,15370,Colombia West Coast -- 15350,Buenaventura, ,CO BUN,Colombia,North Pacific Ocean,3.88,-77.07
3679,15330,Ecuador -- 15240,Esmeraldas, ,EC ESM,Ecuador,North Pacific Ocean,1.00,-79.65
3680,15270,Ecuador -- 15240,Guayaquil, ,EC GYE,Ecuador,South Pacific Ocean,-2.20,-79.88
3681,14940,Peru -- 14830,Conchan Oil Terminal, ,PE CON,Peru,South Pacific Ocean,-12.17,-77.00
3682,11960,Venezuela -- 11950,Maracaibo, ,VE MAR,Venezuela,Caribbean Sea; North Atlantic Ocean,10.63,-71.60
3683,11900,Colombia North Coast -- 11860,Covenas,Covenas Offshore Tanker Terminal,CO CVE,Colombia,Caribbean Sea; North Atlantic Ocean,9.42,-75.68
